path_key,fid,Image Reference,Road Name,segment_length_m,assigned_chainage_m,profile_chainage_m,elevation_m,gradient_pct,Grade
serangoon_garden_way,137,Serangoon Garden Way_Cam4_20260202_094530_679_B.jpeg,,3730.493,3725.003,3726.0,15.508,,
serangoon_garden_way,138,Serangoon Garden Way_Cam4_20260202_094536_083_B.jpeg,,3741.38,3735.937,3736.0,15.249,-3.823,1.0
serangoon_garden_way,139,Serangoon Garden Way_Cam4_20260202_094541_500_B.jpeg,,3797.16,3769.27,3770.0,18.691,,
serangoon_garden_way,140,Serangoon Garden Way_Cam4_20260202_094610_403_B.jpeg,,3808.478,3802.819,3802.0,20.63,,
serangoon_garden_way,141,Serangoon Garden Way_Cam4_20260202_094615_810_B.jpeg,,3820.334,3814.406,3814.0,20.212,1.542,1.0
serangoon_garden_way,142,Serangoon Garden Way_Cam4_20260202_094620_616_B.jpeg,,3831.072,3825.703,3826.0,20.004,-3.869,1.0
serangoon_garden_way,143,Serangoon Garden Way_Cam4_20260202_094624_822_B.jpeg,,3864.384,3847.728,,,,
serangoon_garden_way,144,Serangoon Garden Way_Cam4_20260202_094643_423_B.jpeg,,3897.325,3880.855,3880.0,22.783,,
serangoon_garden_way,145,Serangoon Garden Way_Cam4_20260202_094701_477_B.jpeg,,3908.737,3903.031,3904.0,25.411,,
serangoon_garden_way,146,Serangoon Garden Way_Cam4_20260202_094706_283_B.jpeg,,3921.08,3914.909,3914.0,26.037,,
serangoon_garden_way,147,Serangoon Garden Way_Cam4_20260202_094711_087_B.jpeg,,3927.594,3924.337,3924.0,24.196,,
serangoon_garden_way,148,Serangoon Garden Way_Cam4_20260202_094713_578_B.jpeg,,3954.419,3941.006,3942.0,21.847,0.014,1.0
serangoon_garden_way,149,Serangoon Garden Way_Cam4_20260202_094723_188_B.jpeg,,3962.585,3958.502,3958.0,22.478,,
serangoon_garden_way,150,Serangoon Garden Way_Cam4_20260202_094726_191_B.jpeg,,4001.835,3982.21,3984.0,24.242,,
serangoon_garden_way,151,Serangoon Garden Way_Cam4_20260202_094741_809_B.jpeg,,4012.905,4007.37,4008.0,23.027,,
serangoon_garden_way,152,Serangoon Garden Way_Cam4_20260202_094745_414_B.jpeg,,4024.229,4018.567,4018.0,23.204,2.545,1.0
serangoon_garden_way,153,Serangoon Garden Way_Cam4_20260202_094750_835_B.jpeg,,4046.53,4035.379,4036.0,23.29,,
serangoon_garden_way,154,Serangoon Garden Way_Cam4_20260202_094759_251_B.jpeg,,4081.991,4064.26,,,,
serangoon_garden_way,155,Serangoon Garden Way_Cam4_20260202_094811_284_B.jpeg,,4091.626,4086.809,4086.0,22.537,,
serangoon_garden_way,156,Serangoon Garden Way_Cam4_20260202_094814_307_B.jpeg,,4103.673,4097.65,4098.0,23.776,,
serangoon_garden_way,157,Serangoon Garden Way_Cam4_20260202_094817_912_B.jpeg,,4115.497,4109.585,4110.0,23.785,,
serangoon_garden_way,158,Serangoon Garden Way_Cam4_20260202_094821_529_B.jpeg,,4125.902,4120.699,4120.0,23.109,,
serangoon_garden_way,159,Serangoon Garden Way_Cam4_20260202_094825_138_B.jpeg,,4132.588,4129.245,4130.0,22.513,-0.317,1.0
serangoon_garden_way,160,Serangoon Garden Way_Cam4_20260202_094827_540_B.jpeg,,4162.228,4147.408,,,,
serangoon_garden_way,161,Serangoon Garden Way_Cam4_20260202_094837_151_B.jpeg,,4171.16,4166.694,4166.0,22.488,,
serangoon_garden_way,162,Serangoon Garden Way_Cam4_20260202_094840_154_B.jpeg,,4182.445,4176.803,4176.0,22.776,,
serangoon_garden_way,163,Serangoon Garden Way_Cam4_20260202_094843_765_B.jpeg,,4192.903,4187.674,4188.0,23.18,,
serangoon_garden_way,164,Serangoon Garden Way_Cam4_20260202_094847_376_B.jpeg,,4215.138,4204.021,4204.0,22.889,,
serangoon_garden_way,165,Serangoon Garden Way_Cam4_20260202_094857_661_B.jpeg,,4226.45,4220.794,4220.0,22.766,,
serangoon_garden_way,166,Serangoon Garden Way_Cam4_20260202_094901_273_B.jpeg,,4237.113,4231.782,4230.0,22.907,0.554,1.0
serangoon_garden_way,167,Serangoon Garden Way_Cam4_20260202_094904_880_B.jpeg,,4248.601,4242.857,,,,
serangoon_garden_way,168,Serangoon Garden Way_Cam4_20260202_094908_489_B.jpeg,,4273.377,4260.989,4260.0,23.198,7.53,1.0
serangoon_garden_way,169,Serangoon Garden Way_Cam4_20260202_094916_295_B.jpeg,,4285.7,4279.539,4280.0,23.587,0.503,1.0
serangoon_garden_way,170,Serangoon Garden Way_Cam4_20260202_094921_100_B.jpeg,,4295.23,4290.465,4290.0,23.603,,
serangoon_garden_way,171,Serangoon Garden Way_Cam4_20260202_094924_109_B.jpeg,,4302.992,4299.111,4300.0,24.102,,
serangoon_garden_way,172,Serangoon Garden Way_Cam4_20260202_094927_112_B.jpeg,,4312.156,4307.574,4308.0,23.991,,
serangoon_garden_way,173,Serangoon Garden Way_Cam4_20260202_094931_318_B.jpeg,,4326.812,4319.484,4320.0,24.016,,
serangoon_garden_way,174,Serangoon Garden Way_Cam4_20260202_094936_182_B.jpeg,,4332.306,4329.559,4330.0,24.435,5.102,1.0
serangoon_garden_way,175,Serangoon Garden Way_Cam4_20260202_094937_984_B.jpeg,,4342.993,4337.649,4338.0,24.674,0.379,1.0
serangoon_garden_way,176,Serangoon Garden Way_Cam4_20260202_094941_606_B.jpeg,,4353.583,4348.288,4348.0,24.786,2.681,1.0
serangoon_garden_way,177,Serangoon Garden Way_Cam4_20260202_094945_210_B.jpeg,,4366.518,4360.05,4360.0,25.188,3.125,1.0
serangoon_garden_way,178,Serangoon Garden Way_Cam4_20260202_094949_416_B.jpeg,,4373.578,4370.048,4370.0,26.035,,
serangoon_garden_way,179,Serangoon Garden Way_Cam4_20260202_094951_816_B.jpeg,,4380.707,4377.142,4378.0,26.399,,
serangoon_garden_way,180,Serangoon Garden Way_Cam4_20260202_095002_713_B.jpeg,,4417.631,4399.169,4400.0,25.084,,
serangoon_garden_way,181,Serangoon Garden Way_Cam4_20260202_095017_142_B.jpeg,,4448.733,4433.182,4434.0,27.986,,
serangoon_garden_way,182,Serangoon Garden Way_Cam4_20260202_095030_976_B.jpeg,,4511.374,4480.053,4480.0,25.538,,
serangoon_garden_way,183,Serangoon Garden Way_Cam4_20260202_095057_432_B.jpeg,,4534.193,4522.783,4522.0,25.468,-1.006,1.0
serangoon_garden_way,184,Serangoon Garden Way_Cam4_20260202_095105_847_B.jpeg,,4561.165,4547.679,4548.0,25.227,-0.912,1.0
serangoon_garden_way,185,Serangoon Garden Way_Cam4_20260202_095120_308_B.jpeg,,4575.059,4568.112,4568.0,25.008,,
serangoon_garden_way,186,Serangoon Garden Way_Cam4_20260202_095125_715_B.jpeg,,4581.27,4578.165,4578.0,24.806,1.112,1.0
serangoon_garden_way,187,Serangoon Garden Way_Cam4_20260202_095128_116_B.jpeg,,4591.685,4586.478,4586.0,24.895,-2.758,1.0
serangoon_garden_way,188,Serangoon Garden Way_Cam4_20260202_095131_719_B.jpeg,,4617.848,4604.766,4604.0,25.003,,
serangoon_garden_way,189,Serangoon Garden Way_Cam4_20260202_095139_539_B.jpeg,,4628.655,4623.252,4624.0,24.464,,
serangoon_garden_way,190,Serangoon Garden Way_Cam4_20260202_095142_548_B.jpeg,,4639.137,4633.896,4634.0,25.14,,
serangoon_garden_way,191,Serangoon Garden Way_Cam4_20260202_095145_553_B.jpeg,,4647.566,4643.352,4644.0,25.195,,
serangoon_garden_way,192,Serangoon Garden Way_Cam4_20260202_095147_959_B.jpeg,,4660.575,4654.071,4654.0,26.493,,
serangoon_garden_way,193,Serangoon Garden Way_Cam4_20260202_095151_562_B.jpeg,,4685.292,4672.934,4672.0,27.846,,
serangoon_garden_way,194,Serangoon Garden Way_Cam4_20260202_095158_771_B.jpeg,,4697.29,4691.291,4692.0,22.728,-9.65,2.0
serangoon_garden_way,195,Serangoon Garden Way_Cam4_20260202_095202_979_B.jpeg,,4720.764,4709.027,4710.0,22.598,-0.384,1.0
serangoon_garden_way,196,Serangoon Garden Way_Cam4_20260202_095212_062_B.jpeg,,4729.797,4725.28,4726.0,22.556,0.747,1.0
serangoon_garden_way,197,Serangoon Garden Way_Cam4_20260202_095215_640_B.jpeg,,4743.525,4736.661,4736.0,22.665,,
serangoon_garden_way,198,Serangoon Garden Way_Cam4_20260202_095221_681_B.jpeg,,4767.266,4755.395,4756.0,22.801,,
serangoon_garden_way,199,Serangoon Garden Way_Cam4_20260202_095300_196_B.jpeg,,4800.681,4783.974,,,,
serangoon_garden_way,200,Serangoon Garden Way_Cam4_20260202_095312_297_B.jpeg,,4822.103,4811.392,4812.0,22.818,,
serangoon_garden_way,201,Serangoon Garden Way_Cam4_20260202_095323_133_B.jpeg,,4846.391,4834.247,4834.0,23.55,,
serangoon_garden_way,202,Serangoon Garden Way_Cam4_20260202_095334_556_B.jpeg,,4878.808,4862.599,4862.0,22.388,-0.259,1.0
serangoon_garden_way,203,Serangoon Garden Way_Cam4_20260202_095344_747_B.jpeg,,4891.128,4884.968,4884.0,22.361,-1.562,1.0
serangoon_garden_way,204,Serangoon Garden Way_Cam4_20260202_095348_357_B.jpeg,,4902.189,4896.658,4896.0,22.468,,
