Image Reference,Treatment Rank,Treatment ID,Name,BB,BP,SB,VB,CycleRAP score
Project1TPYLor4_9.jpg,2,4,Upgrade existing facility to a cycling-priority street,2.9819485131393457,2.9819485131393457,2.9819485131393457,0.1534495157667627,9.0992950551848
Project1TPYLor4_9.jpg,3,5,Upgrade existing facility to a cycling-priority street (mph),2.9819485131393457,2.9819485131393457,2.9819485131393457,0.2581332644211055,9.203978803839144
Project1TPYLor4_10.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_11.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_12.jpg,1,19,Improve delineation,2.440061485194822,2.440061485194822,2.440061485194822,0.1456481929597613,7.465832648544228
Project1TPYLor4_12.jpg,2,4,Upgrade existing facility to a cycling-priority street,2.9819485131393457,2.9819485131393457,2.9819485131393457,0.1534495157667627,9.0992950551848
Project1TPYLor4_12.jpg,3,5,Upgrade existing facility to a cycling-priority street (mph),2.9819485131393457,2.9819485131393457,2.9819485131393457,0.2581332644211055,9.203978803839144
Project1TPYLor4_13.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_13.jpg,2,25,Install traffic calming (km/h),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_13.jpg,3,26,Install traffic calming (mph),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_14.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_14.jpg,2,25,Install traffic calming (km/h),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_14.jpg,3,26,Install traffic calming (mph),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_15.jpg,1,26,Install traffic calming (mph),2.7,2.7,5.4,1.913564120091094,12.713564120091092
Project1TPYLor4_15.jpg,2,25,Install traffic calming (km/h),2.7,2.7,5.4,2.758811162728383,13.558811162728382
Project1TPYLor4_15.jpg,3,19,Improve delineation,2.25,2.25,4.5,6.1144679332208725,15.114467933220872
Project1TPYLor4_16.jpg,1,19,Improve delineation,2.25,2.25,4.5,2.431410150319244,11.431410150319245
Project1TPYLor4_16.jpg,2,26,Install traffic calming (mph),2.7,2.7,5.4,0.7485781385953946,11.548578138595394
Project1TPYLor4_16.jpg,3,25,Install traffic calming (km/h),2.7,2.7,5.4,1.0792351838375278,11.879235183837526
Project1TPYLor4_17.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_17.jpg,2,25,Install traffic calming (km/h),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_17.jpg,3,26,Install traffic calming (mph),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_18.jpg,1,26,Install traffic calming (mph),2.7,2.7,5.4,1.913564120091094,12.713564120091092
Project1TPYLor4_18.jpg,2,25,Install traffic calming (km/h),2.7,2.7,5.4,2.758811162728383,13.558811162728382
Project1TPYLor4_18.jpg,3,19,Improve delineation,2.25,2.25,4.5,6.1144679332208725,15.114467933220872
Project1TPYLor4_19.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_19.jpg,2,25,Install traffic calming (km/h),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_19.jpg,3,26,Install traffic calming (mph),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_20.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_20.jpg,2,25,Install traffic calming (km/h),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_20.jpg,3,26,Install traffic calming (mph),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_21.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_21.jpg,2,25,Install traffic calming (km/h),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_21.jpg,3,26,Install traffic calming (mph),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_22.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_22.jpg,2,25,Install traffic calming (km/h),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_22.jpg,3,26,Install traffic calming (mph),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_23.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_23.jpg,2,25,Install traffic calming (km/h),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_23.jpg,3,26,Install traffic calming (mph),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_24.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_24.jpg,2,25,Install traffic calming (km/h),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_24.jpg,3,26,Install traffic calming (mph),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_25.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_25.jpg,2,25,Install traffic calming (km/h),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_25.jpg,3,26,Install traffic calming (mph),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_26.jpg,1,19,Improve delineation,2.440061485194822,2.440061485194822,2.440061485194822,0.2115602935364255,7.531744749120892
Project1TPYLor4_26.jpg,2,4,Upgrade existing facility to a cycling-priority street,2.9819485131393457,2.9819485131393457,2.9819485131393457,0.1534495157667627,9.0992950551848
Project1TPYLor4_27.jpg,1,19,Improve delineation,2.25,2.25,4.5,2.233780003647218,11.23378000364722
Project1TPYLor4_28.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_29.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_30.jpg,1,19,Improve delineation,2.440061485194822,2.440061485194822,2.440061485194822,0.1493767269049568,7.469561182489423
Project1TPYLor4_30.jpg,2,4,Upgrade existing facility to a cycling-priority street,2.9819485131393457,2.9819485131393457,2.9819485131393457,0.1534495157667627,9.0992950551848
Project1TPYLor4_30.jpg,3,5,Upgrade existing facility to a cycling-priority street (mph),2.9819485131393457,2.9819485131393457,2.9819485131393457,0.2581332644211055,9.203978803839144
Project1TPYLor4_31.jpg,1,19,Improve delineation,2.440061485194822,2.440061485194822,2.440061485194822,0.1493767269049568,7.469561182489423
Project1TPYLor4_31.jpg,2,4,Upgrade existing facility to a cycling-priority street,2.9819485131393457,2.9819485131393457,2.9819485131393457,0.1534495157667627,9.0992950551848
Project1TPYLor4_31.jpg,3,5,Upgrade existing facility to a cycling-priority street (mph),2.9819485131393457,2.9819485131393457,2.9819485131393457,0.2581332644211055,9.203978803839144
Project1TPYLor4_32.jpg,1,19,Improve delineation,2.25,2.25,4.5,0.6271749888151286,9.627174988815128
Project1TPYLor4_33.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_34.jpg,1,19,Improve delineation,2.440061485194822,2.440061485194822,2.440061485194822,0.1493767269049568,7.469561182489423
Project1TPYLor4_34.jpg,2,4,Upgrade existing facility to a cycling-priority street,2.9819485131393457,2.9819485131393457,2.9819485131393457,0.1534495157667627,9.0992950551848
Project1TPYLor4_34.jpg,3,5,Upgrade existing facility to a cycling-priority street (mph),2.9819485131393457,2.9819485131393457,2.9819485131393457,0.2581332644211055,9.203978803839144
Project1TPYLor4_35.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_35.jpg,2,25,Install traffic calming (km/h),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_35.jpg,3,26,Install traffic calming (mph),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_36.jpg,1,19,Improve delineation,2.440061485194822,2.440061485194822,2.440061485194822,0.579098491641599,7.899282947226065
Project1TPYLor4_36.jpg,2,26,Install traffic calming (mph),2.9819485131393457,2.9819485131393457,2.9819485131393457,0.1534495157667627,9.0992950551848
Project1TPYLor4_36.jpg,3,25,Install traffic calming (km/h),2.9819485131393457,2.9819485131393457,2.9819485131393457,0.2212302334517314,9.167075772869769
Project1TPYLor4_37.jpg,1,26,Install traffic calming (mph),2.7,2.7,5.4,1.913564120091094,12.713564120091092
Project1TPYLor4_37.jpg,2,25,Install traffic calming (km/h),2.7,2.7,5.4,2.758811162728383,13.558811162728382
Project1TPYLor4_37.jpg,3,19,Improve delineation,2.25,2.25,4.5,6.1144679332208725,15.114467933220872
Project1TPYLor4_38.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_38.jpg,2,25,Install traffic calming (km/h),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_38.jpg,3,26,Install traffic calming (mph),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_39.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_39.jpg,2,25,Install traffic calming (km/h),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_39.jpg,3,26,Install traffic calming (mph),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_40.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_40.jpg,2,25,Install traffic calming (km/h),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_40.jpg,3,26,Install traffic calming (mph),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_41.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_41.jpg,2,25,Install traffic calming (km/h),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_41.jpg,3,26,Install traffic calming (mph),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_42.jpg,1,17,Widen the facility,1.9089728669052333,1.9089728669052333,1.9089728669052333,0.0,5.726918600715701
Project1TPYLor4_42.jpg,2,19,Improve delineation,2.440061485194822,2.440061485194822,2.440061485194822,0.0,7.320184455584466
Project1TPYLor4_42.jpg,3,12,Clear facility – Remove fixed obstacle/s,2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_43.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_43.jpg,2,25,Install traffic calming (km/h),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_43.jpg,3,26,Install traffic calming (mph),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_44.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_44.jpg,2,25,Install traffic calming (km/h),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_44.jpg,3,26,Install traffic calming (mph),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_45.jpg,1,26,Install traffic calming (mph),2.7,2.7,5.4,1.913564120091094,12.713564120091092
Project1TPYLor4_45.jpg,2,19,Improve delineation,2.25,2.25,4.5,4.48580752874519,13.485807528745193
Project1TPYLor4_45.jpg,3,25,Install traffic calming (km/h),2.7,2.7,5.4,2.758811162728383,13.558811162728382
Project1TPYLor4_46.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_46.jpg,2,25,Install traffic calming (km/h),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_46.jpg,3,26,Install traffic calming (mph),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_47.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_47.jpg,2,25,Install traffic calming (km/h),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_47.jpg,3,26,Install traffic calming (mph),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_48.jpg,1,26,Install traffic calming (mph),2.9819485131393457,2.9819485131393457,5.9638970262786914,2.226106709320026,14.15390076187741
Project1TPYLor4_48.jpg,2,19,Improve delineation,2.440061485194822,2.440061485194822,4.880122970389644,5.185286007077094,14.945531947856384
Project1TPYLor4_48.jpg,3,25,Install traffic calming (km/h),2.9819485131393457,2.9819485131393457,5.9638970262786914,3.2094080227655386,15.137202075322922
Project1TPYLor4_49.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_50.jpg,1,19,Improve delineation,2.25,2.25,4.5,1.7744017331006514,10.774401733100651
Project1TPYLor4_51.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_52.jpg,1,19,Improve delineation,2.25,2.25,4.5,0.7055885208203831,9.705588520820385
Project1TPYLor4_63.jpg,1,25,Install traffic calming (km/h),2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_63.jpg,2,26,Install traffic calming (mph),2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_64.jpg,1,25,Install traffic calming (km/h),2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_64.jpg,2,26,Install traffic calming (mph),2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_65.jpg,1,25,Install traffic calming (km/h),2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_65.jpg,2,26,Install traffic calming (mph),2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_66.jpg,1,2,Upgrade existing facility to an on-road bicycle lane with safety barrier (Adjacent road lane 0-1m),2.25,2.25,4.5,0.0,9.0
Project1TPYLor4_66.jpg,2,26,Install traffic calming (mph),2.25,2.25,4.5,1.620211686037039,10.620211686037038
Project1TPYLor4_66.jpg,3,25,Install traffic calming (km/h),2.25,2.25,4.5,2.335881007848941,11.335881007848942
Project1TPYLor4_67.jpg,1,25,Install traffic calming (km/h),2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_67.jpg,2,26,Install traffic calming (mph),2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_70.jpg,1,25,Install traffic calming (km/h),2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_70.jpg,2,26,Install traffic calming (mph),2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_71.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_72.jpg,1,19,Improve delineation,2.440061485194822,2.440061485194822,4.880122970389644,1.9864031732467988,11.746649114026088
Project1TPYLor4_72.jpg,2,4,Upgrade existing facility to a cycling-priority street,2.9819485131393457,2.9819485131393457,5.9638970262786914,2.226106709320026,14.15390076187741
Project1TPYLor4_73.jpg,1,19,Improve delineation,2.440061485194822,2.440061485194822,2.440061485194822,0.1627530297161345,7.482937485300601
Project1TPYLor4_73.jpg,2,4,Upgrade existing facility to a cycling-priority street,2.9819485131393457,2.9819485131393457,2.9819485131393457,0.1534495157667627,9.0992950551848
Project1TPYLor4_74.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_74.jpg,2,25,Install traffic calming (km/h),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_74.jpg,3,26,Install traffic calming (mph),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_75.jpg,1,19,Improve delineation,2.25,2.25,4.5,0.8166772248931474,9.816677224893148
Project1TPYLor4_76.jpg,1,19,Improve delineation,2.25,2.25,4.5,0.8166772248931474,9.816677224893148
Project1TPYLor4_77.jpg,1,19,Improve delineation,2.25,2.25,4.5,0.8166772248931474,9.816677224893148
Project1TPYLor4_78.jpg,1,19,Improve delineation,2.25,2.25,4.5,0.6833369006457843,9.683336900645784
Project1TPYLor4_79.jpg,1,19,Improve delineation,2.25,2.25,4.5,1.7184437459211004,10.7184437459211
Project1TPYLor4_80.jpg,1,19,Improve delineation,2.440061485194822,2.440061485194822,2.440061485194822,0.2212302334517314,7.541414689036197
Project1TPYLor4_80.jpg,2,4,Upgrade existing facility to a cycling-priority street,2.9819485131393457,2.9819485131393457,2.9819485131393457,0.1534495157667627,9.0992950551848
Project1TPYLor4_80.jpg,3,26,Install traffic calming (mph),2.9819485131393457,2.9819485131393457,2.9819485131393457,0.1534495157667627,9.0992950551848
Project1TPYLor4_81.jpg,1,19,Improve delineation,2.440061485194822,2.440061485194822,4.880122970389644,2.1986349189008183,11.958880859680107
Project1TPYLor4_81.jpg,2,4,Upgrade existing facility to a cycling-priority street,2.9819485131393457,2.9819485131393457,5.9638970262786914,2.226106709320026,14.15390076187741
Project1TPYLor4_82.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_83.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_84.jpg,1,19,Improve delineation,2.25,2.25,4.5,0.5188274678376047,9.518827467837603
Project1TPYLor4_85.jpg,1,19,Improve delineation,2.25,2.25,4.5,0.5188274678376047,9.518827467837603
Project1TPYLor4_86.jpg,1,19,Improve delineation,2.25,2.25,4.5,0.5188274678376047,9.518827467837603
Project1TPYLor4_88.jpg,1,19,Improve delineation,2.25,2.25,4.5,1.3047382871831348,10.304738287183136
Project1TPYLor4_89.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_89.jpg,2,25,Install traffic calming (km/h),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_89.jpg,3,26,Install traffic calming (mph),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_90.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_90.jpg,2,25,Install traffic calming (km/h),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_90.jpg,3,26,Install traffic calming (mph),2.7,2.7,2.7,0.0,8.1
Project1TPYLor4_91.jpg,1,17,Widen the facility,1.9089728669052333,1.9089728669052333,3.817945733810467,2.451043147968674,10.086934615589607
Project1TPYLor4_91.jpg,2,19,Improve delineation,2.440061485194822,2.440061485194822,4.880122970389644,3.058086400758066,12.818332341537356
Project1TPYLor4_91.jpg,3,26,Install traffic calming (mph),2.9819485131393457,2.9819485131393457,5.9638970262786914,2.097364748107425,14.025158800664808
Project1TPYLor4_92.jpg,1,19,Improve delineation,2.25,2.25,4.5,2.84084291590572,11.84084291590572
Project1TPYLor4_92.jpg,2,26,Install traffic calming (mph),2.7,2.7,5.4,1.913564120091094,12.713564120091092
Project1TPYLor4_92.jpg,3,25,Install traffic calming (km/h),2.7,2.7,5.4,2.758811162728383,13.558811162728382
Project1TPYLor4_93.jpg,1,19,Improve delineation,2.25,2.25,4.5,1.236890607767028,10.236890607767029
Project1TPYLor4_94.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_95.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_96.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_97.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_98.jpg,1,19,Improve delineation,2.25,2.25,2.25,0.0,6.75
Project1TPYLor4_99.jpg,1,19,Improve delineation,2.440061485194822,2.440061485194822,4.880122970389644,3.283819674775611,13.0440656155549
Project1TPYLor4_99.jpg,2,26,Install traffic calming (mph),2.9819485131393457,2.9819485131393457,5.9638970262786914,2.226106709320026,14.15390076187741
Project1TPYLor4_99.jpg,3,25,Install traffic calming (km/h),2.9819485131393457,2.9819485131393457,5.9638970262786914,3.2094080227655386,15.137202075322922
