BB,BB Band,BP,BP Band,SB,SB Band,VB,VB Band,Overall Risk Level,Overall Risk Level Band
7.64,2,7.64,2,15.2799,3,17.6443,2,48.2041,3
3.6442,1,3.6442,1,7.2884,2,8.7727,1,23.3494,2
2.9819,1,2.9819,1,5.9639,2,7.1785,1,19.1063,2
2.9819,1,2.9819,1,5.9639,2,7.1785,1,19.1063,2
2.9819,1,2.9819,1,5.9639,2,7.1785,1,19.1063,2
3.6442,1,3.6442,1,7.2884,2,8.7727,1,23.3494,2
4.6101,1,0.0,1,9.2202,2,16.5772,2,30.4074,2
3.2933,1,0.0,1,3.2933,1,11.7819,2,18.3686,2
3.6442,1,3.6442,1,7.2884,2,10.8938,2,25.4705,2
2.25,1,2.25,1,4.5,1,6.872,1,15.872,1
2.25,1,2.25,1,4.5,1,6.872,1,15.872,1
2.25,1,2.25,1,4.5,1,6.872,1,15.872,1
2.25,1,2.25,1,4.5,1,7.7849,1,16.7849,1
3.2933,1,3.2933,1,6.5867,2,11.0827,2,24.256,2
3.6442,1,3.6442,1,7.2884,2,12.57,2,27.1467,2
3.6372,1,0.0,1,6.0773,2,22.0669,2,31.7815,2
3.2933,1,0.0,1,3.2933,1,16.5744,2,23.1611,2
4.0988,1,4.0988,1,8.1975,2,16.0637,2,32.4588,2
2.9819,1,2.9819,1,5.9639,2,11.948,2,23.8758,2
5.1012,2,5.1012,2,10.2024,3,19.7577,2,40.1624,3
5.1012,2,5.1012,2,5.1012,2,0.0,1,15.3036,2
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.2933,1,3.2933,1,3.2933,1,19.1706,2,29.0506,2
2.9819,1,2.9819,1,2.9819,1,0.0,1,8.9458,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,5.4,2,2.7,1,0.0,1,10.8,2
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,5.4,2,2.7,1,0.0,1,10.8,2
2.7,1,5.4,2,2.7,1,0.0,1,10.8,2
7.0319,2,7.0319,2,7.0319,2,0.0,1,21.0958,2
7.8419,2,0.0,1,7.8419,2,20.1525,2,35.8364,2
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
6.4901,2,0.0,1,6.4901,2,37.6977,3,50.6778,3
7.64,2,7.64,2,15.2799,3,16.7268,2,47.2866,3
9.3366,2,9.3366,2,9.3366,2,0.0,1,28.0099,2
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
